ticker,std,VaR_5%,ES_5%
AUDCHF,0.028534386102212463,-0.04789793092377859,-0.06758461403745447
CADCHF,0.04759967416371782,-0.04491198043840555,-0.07565377024639668
EURCHF,0.03812121681825467,-0.026469506689047895,-0.052802635363262955
GBPCHF,0.052403280422052056,-0.04098618629666302,-0.06600165249574218
JPYCHF,0.07114003072371526,-0.04682227943607686,-0.06187384190824657
NOKCHF,0.06566324777520986,-0.05060815520084491,-0.07619963711469818
NZDCHF,0.09595531212161588,-0.05084951129730849,-0.07124026525780923
SEKCHF,0.041072452745725754,-0.0405278812278775,-0.06311733884222454
USDCHF,0.07552637975967096,-0.043620258003798006,-0.05924047892245498
